Wall time,Step,Value
1622781939.716915,5,91.82433319091797
1622781990.905239,18,19.410850524902344
1622782013.940262,24,49.304115295410156
1622782075.535193,40,68.63619232177734
1622782083.312696,42,99.31312561035156
1622782094.953525,45,61.63309860229492
1622782126.045692,53,57.0391960144043
1622782137.717538,56,95.16287231445312
1622782195.782658,71,131.9962158203125
1622782207.646653,74,20.251325607299805
1622782285.905915,94,48.13232421875
1622782317.788779,102,18.78718376159668
1622782333.320732,106,27.5377254486084
1622782411.541572,126,49.85935592651367
1622782462.171893,139,21.156333923339844
1622782523.809032,155,70.7732162475586
1622782535.39072,158,52.412757873535156
1622782570.344129,167,43.68756866455078
1622782613.132294,178,52.48662185668945
1622782632.401567,183,20.99913215637207
1622782640.208227,185,76.1885757446289
1622782644.076048,186,10.619002342224121
1622782659.785743,190,82.49984741210938
1622782726.337136,207,54.66591262817383
1622782788.138708,223,21.669933319091797
1622782811.593155,229,50.86118698120117
1622782831.380049,234,34.94419479370117
1622782890.587325,249,22.310640335083008
1622782913.874002,255,111.14598846435547
1622782933.633929,260,22.834897994995117
1622782961.374636,267,49.683956146240234
1622782977.255626,271,31.320892333984375
1622782985.257968,273,18.37599754333496
1622783059.454193,292,68.84488677978516
1622783122.353427,308,41.60872268676758
1622783130.071869,310,37.596839904785156
1622783161.521591,318,13.90870475769043
1622783209.307825,330,82.62467193603516
1622783244.710692,339,67.8785400390625
1622783276.107128,347,91.6025619506836
1622783338.769837,363,9.760791778564453
1622783354.766114,367,17.064552307128906
1622783394.43794,377,38.32522201538086
1622783567.647652,421,26.416934967041016
1622783571.612336,422,22.462203979492188
1622783638.027902,439,75.21743774414062
1622783645.883192,441,28.69698143005371
1622783649.791128,442,40.037601470947266
1622783661.426578,445,12.00444507598877
1622783720.141467,460,28.427715301513672
1622783731.969859,463,52.665283203125
1622783735.932432,464,25.07326889038086
1622783775.890964,474,66.31412506103516
1622783843.636209,491,43.20636749267578
1622783851.52387,493,22.24855613708496
1622783935.653402,514,41.00444793701172
1622783947.69357,517,11.745328903198242
1622783979.772585,525,14.148004531860352
1622784003.85613,531,10.88733196258545
1622784011.75348,533,14.090364456176758
1622784023.709456,536,15.703459739685059
1622784047.74872,542,14.708087921142578
1622784067.608054,547,41.72014236450195
1622784106.854653,557,32.886837005615234
1622784130.388116,563,11.598316192626953
1622784169.672586,573,15.44685173034668
1622784193.886947,579,18.161090850830078
1622784201.971431,581,12.234891891479492
1622784222.292571,586,9.43871021270752
1622784226.279244,587,24.242387771606445
1622784286.296353,602,19.73214340209961
1622784358.228913,620,19.011775970458984
1622784366.225272,622,32.02671813964844
1622784413.646793,634,39.62995147705078
1622784441.474754,641,13.375539779663086
1622784445.393855,642,10.438955307006836
1622784453.316924,644,15.133569717407227
1622784465.133883,647,8.91574478149414
1622784473.034932,649,17.9643497467041
1622784520.356705,661,12.1607666015625
1622784548.036261,668,12.215706825256348
1622784559.831643,671,10.507607460021973
1622784571.611513,674,10.605932235717773
1622784607.067348,683,12.33772087097168
1622784627.178271,688,8.689325332641602
1622784732.443894,714,17.144527435302734
1622784748.128973,718,8.720857620239258
1622784763.904247,722,16.069854736328125
1622784767.787856,723,13.746156692504883
1622784795.681119,730,13.326336860656738
1622784831.288732,739,13.646103858947754
1622784847.462615,743,12.176737785339355
1622784863.604587,747,9.143611907958984
1622784883.543711,752,10.46894645690918
1622784899.422799,756,9.065964698791504
1622784935.28802,765,13.944269180297852
1622784951.353935,769,66.1466293334961
1622784955.477093,770,12.803041458129883
1622784959.520316,771,64.79170989990234
1622784967.536694,773,12.644243240356445
1622784995.149114,780,14.324651718139648
1622785014.758474,785,8.886632919311523
1622785022.724248,787,12.425347328186035
1622785042.452934,792,24.409835815429688
1622785050.308595,794,9.567765235900879
1622785066.106486,798,11.753105163574219
1622785082.268882,802,32.6702880859375
1622785106.27995,808,13.463231086730957
1622785110.242564,809,53.822715759277344
1622785203.122205,832,42.99834060668945
1622785219.193241,836,14.604079246520996
1622785352.151356,869,13.398528099060059
1622785372.23641,874,12.436919212341309
1622785380.262189,876,13.403385162353516
1622785404.316465,882,9.570831298828125
1622785436.59512,890,12.164478302001953
1622785460.402425,896,10.233662605285645
1622785476.770383,900,15.478307723999023
1622785504.807042,907,11.557534217834473
1622785512.774442,909,10.757274627685547
1622785537.389873,915,50.090763092041016
1622785545.503684,917,9.731853485107422
1622785604.246951,931,10.390145301818848
1622785608.687994,932,11.09160327911377
1622785649.484332,942,16.187206268310547
1622785661.651396,945,11.005653381347656
1622785697.397198,954,14.948073387145996
1622785713.285985,958,12.019192695617676
1622785729.2331,962,12.292781829833984
1622785765.291139,971,12.157491683959961
1622785769.22151,972,11.46252155303955
1622785793.137964,978,12.345236778259277
1622785797.198331,979,9.203329086303711
1622785817.38053,984,10.574577331542969
1622785865.627117,996,14.677016258239746
1622785890.09411,1002,11.81257438659668
1622785902.284003,1005,14.295174598693848
1622785938.531083,1014,10.750958442687988
1622785950.572077,1017,11.923640251159668
1622785982.876398,1025,15.029644966125488
1622786030.999075,1037,13.284900665283203
1622786058.819288,1044,16.49791717529297
1622786110.469,1057,17.015594482421875
1622786134.468482,1063,16.517066955566406
1622786146.396788,1066,20.40460777282715
1622786154.374444,1068,15.626291275024414
1622786170.40831,1072,18.743478775024414
1622786186.28945,1076,20.661083221435547
1622786194.395673,1078,13.664573669433594
1622786214.251204,1083,17.788597106933594
1622786218.27111,1084,20.110383987426758
1622786254.368384,1093,16.76518440246582
1622786279.289652,1099,18.637557983398438
1622786295.56276,1103,17.088733673095703
1622786299.541896,1104,22.41083526611328
1622786342.199697,1114,14.1948881149292
1622786361.935936,1119,18.41796112060547
1622786416.870265,1133,14.202914237976074
1622786508.820169,1156,15.395120620727539
1622786524.687715,1160,19.114965438842773
1622786528.676917,1161,21.937612533569336
1622786532.720602,1162,16.156124114990234
1622786603.794489,1180,18.616554260253906
1622786652.381017,1192,15.077118873596191
1622786656.385367,1193,16.796039581298828
1622786680.754317,1199,17.21843147277832
1622786709.470381,1206,14.757222175598145
1622786812.085983,1232,19.480606079101562
1622786819.91506,1234,16.205259323120117
1622786859.273754,1244,16.73838233947754
1622786902.796927,1255,14.770976066589355
1622786914.797819,1258,10.489212989807129
1622786926.658176,1261,13.739961624145508
1622787006.7598,1281,11.821710586547852
1622787030.585845,1287,14.19686222076416
1622787058.297803,1294,10.93588638305664
1622787082.252356,1300,20.942157745361328
1622787121.729867,1310,14.126296997070312
1622787145.408007,1316,12.11462688446045
1622787157.373779,1319,13.806352615356445
1622787200.521533,1330,10.911694526672363
1622787212.319901,1333,14.94698429107666
1622787224.155955,1336,9.664412498474121
1622787228.108032,1337,14.022960662841797
1622787299.456059,1355,13.495760917663574
1622787419.341613,1385,9.74068546295166
1622787431.318727,1388,14.737397193908691
1622787443.316175,1391,14.448684692382812
1622787447.279216,1392,17.874895095825195
1622787536.178121,1414,18.75129508972168
1622787584.506287,1426,14.322124481201172
1622787592.560994,1428,13.99152946472168
1622787608.764899,1432,14.241477012634277
1622787624.874396,1436,16.47382926940918
1622787641.150671,1440,11.336883544921875
1622787739.893848,1465,8.435832977294922
1622787743.792803,1466,16.569042205810547
1622787787.915012,1477,14.040864944458008
1622787819.612176,1485,8.800248146057129
1622787835.631929,1489,13.514494895935059
1622787843.673603,1491,16.00081443786621
1622787883.462207,1501,17.305030822753906
1622787911.362948,1508,13.940681457519531
1622787971.164258,1523,19.242841720581055
1622787987.196985,1527,13.180577278137207
1622788084.608215,1551,18.2574520111084
1622788088.679206,1552,13.48512077331543
1622788153.425292,1568,15.852002143859863
1622788157.429413,1569,17.036352157592773
1622788192.958653,1578,17.28483009338379
