Wall time,Step,Value
1622276851.022894,0,0.07743916660547256
1622276851.023791,1,0.15141819417476654
1622276851.024525,2,0.21861685812473297
1622276851.025296,3,0.27619150280952454
1622276851.026024,4,0.3216785490512848
1622276851.026752,5,0.504164457321167
1622276851.027435,6,0.6631832718849182
1622276851.028107,7,0.648695707321167
1622276851.028765,8,0.458268940448761
1622276851.029354,9,0.24880748987197876
1622276851.030042,10,0.18432672321796417
1622276851.035455,11,0.11145049333572388
1622276851.036381,12,-0.12366382032632828
1622276851.037178,13,-0.5137882828712463
1622276851.03791,14,-0.8897842168807983
1622276851.038597,15,-1.092254877090454
1622276851.03928,16,-1.1196708679199219
1622276851.039964,17,-0.9779722094535828
1622276851.040652,18,-0.6835341453552246
1622276851.041324,19,-0.40138834714889526
1622276851.041965,20,-0.2814195454120636
1622276851.042549,21,-0.32782188057899475
1622276851.044397,22,-0.3851984143257141
1622276851.044996,23,-0.4454277753829956
1622276851.045619,24,-0.6572163701057434
1622276851.046449,25,-1.0045781135559082
1622276851.047281,26,-1.4730452299118042
1622276851.048156,27,-1.9053274393081665
1622276851.049037,28,-2.305408477783203
1622276851.049862,29,-2.8188350200653076
1622276851.050599,30,-3.433772087097168
1622276851.051286,31,-4.142111778259277
1622276851.051963,32,-4.936461448669434
1622276851.053953,33,-5.808510780334473
1622276851.054645,34,-6.597653865814209
1622276851.05526,35,-7.30385684967041
1622276851.055871,36,-8.070735931396484
1622276851.056438,37,-8.883880615234375
1622276851.057002,38,-9.733144760131836
1622276851.057567,39,-10.609682083129883
1622276851.058134,40,-11.351661682128906
1622276851.058714,41,-11.804007530212402
1622276851.059212,42,-12.12078857421875
1622276851.059716,43,-12.300677299499512
1622276851.061426,44,-12.18612003326416
1622276851.062082,45,-11.788166046142578
1622276851.062739,46,-11.277856826782227
1622276851.0634,47,-10.814281463623047
1622276851.064147,48,-10.248636245727539
1622276851.064954,49,-9.584736824035645
1622276851.065807,50,-8.984297752380371
1622276851.066656,51,-8.44466495513916
1622276851.067428,52,-7.8023552894592285
1622276851.068156,53,-7.063399314880371
1622276851.068869,54,-6.23445463180542
1622276851.071032,55,-5.326351642608643
1622276851.071778,56,-4.500152587890625
1622276851.072466,57,-3.6063995361328125
1622276851.073146,58,-2.6609320640563965
1622276851.073832,59,-1.6729991436004639
1622276851.074493,60,-0.6552550196647644
1622276851.07514,61,0.38182002305984497
1622276851.075904,62,1.5785980224609375
1622276851.076605,63,2.919196844100952
1622276851.077373,64,4.226039409637451
1622276851.07814,65,5.479261875152588
1622276851.080462,66,6.810859680175781
1622276851.081299,67,8.048320770263672
1622276851.082042,68,9.176572799682617
1622276851.082749,69,10.319692611694336
1622276851.083456,70,11.322064399719238
1622276851.084154,71,12.173312187194824
1622276851.084844,72,12.865626335144043
1622276851.085501,73,13.390809059143066
1622276851.086159,74,13.868927001953125
1622276851.086828,75,14.169337272644043
1622276851.087503,76,14.288811683654785
1622276851.089706,77,14.225751876831055
1622276851.090621,78,13.84836196899414
1622276851.091485,79,13.288025856018066
1622276851.092191,80,12.701011657714844
1622276851.092849,81,11.955742835998535
1622276851.093463,82,10.915881156921387
