Wall time,Step,Value
1622721762.778797,5,19.2686710357666
1622721785.599546,11,25.83379364013672
1622721801.145141,15,12.760726928710938
1622721812.838123,18,10.687118530273438
1622721836.1412,24,12.804423332214355
1622721882.401012,36,10.90628433227539
1622721897.659709,40,23.550575256347656
1622721905.283293,42,21.160324096679688
1622721912.935904,44,18.902088165283203
1622721916.882075,45,15.09810733795166
1622721924.767258,47,19.890172958374023
1622721947.697349,53,13.6650972366333
1622721951.609073,54,18.712512969970703
1622721955.57861,55,18.854581832885742
1622721959.487592,56,15.69629955291748
1622721994.945133,65,14.17879581451416
1622722018.632825,71,18.18497085571289
1622722022.556161,72,12.768606185913086
1622722026.538486,73,14.875713348388672
1622722030.456774,74,17.199878692626953
1622722050.244798,79,13.641755104064941
1622722081.842209,87,21.8319091796875
1622722109.161097,94,16.012229919433594
1622722140.779181,102,17.550748825073242
1622722152.534176,105,21.729124069213867
1622722156.41978,106,20.708581924438477
1622722183.820099,113,22.26495933532715
1622722203.413349,118,19.609848022460938
1622722234.617045,126,20.09349250793457
1622722246.358759,129,22.16940689086914
1622722250.306892,130,24.800050735473633
1622722285.281652,139,25.665857315063477
1622722293.015208,141,25.819169998168945
1622722296.907066,142,20.688879013061523
1622722300.770315,143,25.5044002532959
1622722327.93525,150,24.566905975341797
1622722347.335738,155,24.90500259399414
1622722355.179319,157,25.321701049804688
1622722359.121134,158,23.05144691467285
1622722374.814321,162,26.727447509765625
1622722394.496093,167,24.518980026245117
1622722398.444297,168,25.823387145996094
1622722410.209341,171,26.483705520629883
1622722433.734772,177,28.235963821411133
1622722437.681188,178,26.29060173034668
1622722445.534409,180,24.40599250793457
1622722457.282524,183,25.776479721069336
1622722465.139694,185,28.586177825927734
1622722469.108092,186,27.1099796295166
1622722476.9784,188,27.679061889648438
1622722484.838833,190,26.235698699951172
1622722488.729792,191,27.996387481689453
1622722516.175211,198,27.728404998779297
1622722547.532594,206,27.404905319213867
1622722551.400158,207,26.91919708251953
1622722555.309432,208,23.54604148864746
1622722570.808279,212,27.4503231048584
1622722609.551597,222,28.327056884765625
1622722613.406149,223,27.253198623657227
1622722621.175808,225,26.787939071655273
1622722636.728991,229,19.857542037963867
1622722648.554671,232,27.03606605529785
1622722656.419247,234,25.88371467590332
